,full_text,assoc_shooter,weeks_after
39200,reports of shooting on  campus prompt lockdown  heavy  response     ,0,1
39201,retweeted walking one stop      you are invited to a public forum on  in the black comm   ,0,3
39203,standing in solidarity   love w   community today  as we remember the pulse nightclub shooting that occurred a year ago    ,0,2
39204,suppose it s no surprise that  trump tweets  trump another shooting in america  ho hum    ,0,4
39206,tell that to  he s alive today because capitol hill police heard the shots  you can regulate    ,0,1
39209,the latest writer without fear    thanks to   ,0,2
39210,this will be ignored while kooks blame shakespeare and the nra arms congressmen  we suck      ,0,2
39212,thread  12 steps for dealing with   without taking away everyone s guns    ,0,1
39213,unrelated totally random congrats to scalise on his a  nra rating   the irony of scalise and gun control  ,0,2
39214,very well said        ,0,1
39215,we are wishing for the full   speedy recovery of victims in  this morning  no one should ever have to face such ,0,2
39216,we can t fix it if we can t study it  scrap scuttle repeal the dickey amendment    ,0,1
39217,we have crooks in the white house who don t care if you live or die ,0,1
39218,we re slaves under gun mob law  can trump confront america s gun crisis    the     ,0,2
39221,yes  will not succeed  ,0,2
39222,you spelled dnc wrong          ,0,3
39223,you d better speak  on    ,0,2
39224,and then work to end this epidemic of   ,0,1
39225,new report   8 20 17 georgia gainesville 0 1   via     ,0,1
39226,new report   alphonson fields   via  ,0,3
39227,new report   david fisher   via     ,0,1
39228,new report   scott mckasson   via  ,0,3
39229,report     via  ,0,4
39230,report   darius wright   via     ,0,2
39231,report   logan foster   via     ,0,1
39232,report   samuel stills   via  ,0,4
39234, now more than ever we must study the causes of  and what can be done to prevent it    ,0,4
39235,      peace   life connections    connecting  to both    veteran suicide  mind s drive for     ,0,2
39236,              a very touching article    vigils shine light on a nation plagued by       ,0,2
39237, a lesson from public health is that it is usually more effective to change the environment than to try to change people     ,0,1
39238, an attempt on one of us is an attempt on all of us    u mean all americans not just congress   ,0,2
39239, work with me to prevent something like this from ever happening again    urging senate colleagues to act on ,0,3
39240,      killers without remorse  ,0,2
39241, common sense hear ppl  common sense laws don t violate 2nd amendment they protect us   ,0,2
39242,  to hunt for  related stats   support common sense gun laws    ,0,4
39243, now  dean cheryl healton joins   to discuss  and   ,0,1
39244, steadfastly compartmentalize    limitless  for commoners while they enjoy better security   ,0,1
39245, is in my county we will never forget that preventable horrific   is a public health emergency   ,0,3
39246,  full show oct 10     stories      ,0,2
39247,  be longing  new  explores   10 years after  shooting  ,0,4
39248,   the blood of all the people who ve died from  is on your empty souls       ,0,1
39250,   you waited 5 days  do not delay in calling out  who says 0   must condemn    ,0,4
39251,1 week after night out against   ,0,1
39253,4 sitting presidents have been assassinated by    on  we commit keeping guns out of the hands of dangerous people   ,0,3
39254,7 457 people have been killed in the  by the out of control  in 2017  is silent  pathetic ,0,4
39255,  have employers  who pay them big money to ignore and deny  and ,0,1
39256, america stop just stop talking   ignoring that this sort of shooting will go away  it won t until you stand up to   stop popping,0,1
39257,   but if that s what you believe no wonder 3 shootings in one day   ,0,2
39258, seems to me that the loss of about 300 000 lives to  from 2005 2015 is an epidemic   32 ,0,1
39260,  but we won t do anything sensible to prevent future mass shootings   ,0,1
39261,         i see that you want to have  trickle down  effects on  via other reforms  but sometimes you must attack problem directly ,0,1
39262,  stop   ,0,2
39263,  is america s greatest     is a supporter of   prosecute ,0,1
39264,  are you going to pass common sense  laws  now  stop   it s up to     ,0,2
39265, this needs to end   no child should be victim of    i can t imagine sending my child to school and having him gunned down,0,3
39266, will fail in 2018  it seems that lessons have not been learned smh          ,0,1
39267, my stance on  is to shoot back   ,0,1
39268, so it s now clear that guns do kill people  18 guns kill a lot of people  machine guns kill even more and faster  too  ,0,1
39269, please stop accepting  cash   reconsider making a difference to future americans    ,0,2
39270,a quick reference resource offers guidance for  on how to speak about     ,0,1
39271,america s gun homicide rate is more than 25x the average of other high income countries        ,0,2
39272,as a responsible gun owner  i want to know what s it going to take for us to pass reasonable gun safety laws in our country    ,0,1
39274,as part of our  week    shares his take on  in our nation  see full story   ,0,4
39275,comm faculty matt jordan moderates a panel on  and the documentary  to air at 8 on thursday  april 13  on    ,0,3
39276,come home  mr    mrs  obama  change chicago  a library is lovely  but it won t save any lives      ,0,2
39277,communism is sky blue hollies gonna palegreen skies could be beautiful and so on  follow and comment please  ,0,1
39278,comparing the las vegas attack with daily   in u s  cities     ,0,1
39279,faiths united to prevent gun violence demands action to prevent future mass shootings    ,0,1
39280,for resources and information about  as a public health issue  please visit  ,0,1
39281,gandhi is up against nra radicalization material and gop enablers  but non violence would be nice    ,0,2
39283,gun control worked in australia   but their politicians had the courage to pass laws      ,0,2
39284,guns kill 1 300 u s children every year  wound 5 800 study finds     ,0,3
39285,hey  y not investigate something that s real  that matters and can be fixed   in america,0,4
39286,hey  thanks for the follow we ll demand    address  via  ,0,1
39287,how profound  geez   what s next roses are red   except in   matters  except in   ,0,1
39288,i m shocked there was gun violence today   it s almost like  thoughts and prayers  don t work   huh   go figure   ,0,2
39290,join me tomorrow   to elevatetheconvo              ,0,2
39292,mental illness and   stigma teaches fear   ,0,3
39295,on 6 26  i will be joining   as they honor men   women fighting to end  in our city         ,0,3
39296,on a personal note       ,0,4
39299,policy and legislation   thoughts and prayers   ,0,1
39302,researchers rushing to save  data from new admin  this info can be life saving   must be preserved    ,0,1
39303,right to carry leads to  substantially higher rates of aggravated assault  rape  robbery   murder     ,0,3
39305,sadly  isn t going to happen     why is   not calling him a   ,0,1
